REF ID,Website Name,Website URL,State,External Resouce type,Level,Category of External Resource,Authors,Attribution,,MeSH tags,Notes,,,,,,,,,,
CD007179,Cochrane Systematic Review: Antibiotics for treating human brucellosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007179,pending,Systematic_review,level 4,individual page on a site," Yousefi-Nooraie R, Mortaz-Hejri S, Mehrani M, Sadeghipour P",Cochrane,,"Communicable Diseases,Brucellosis,",Infectious diseases,human brucellosis,brucellosis,,,,,,,,
CD007296,Cochrane Systematic Review: Early versus Delayed Refeeding for Children with Acute Diarrhoea,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007296,pending,Systematic_review,level 4,individual page on a site," Gregorio GV, Dans LF, Silvestre MA",Cochrane,,"Communicable Diseases,Diarrhea,",Infectious diseases,acute diarrhoea,diarrhea,,,,,,,,
CD007298,Cochrane Systematic Review: Vitamin D supplementation for cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007298,pending,Systematic_review,level 4,individual page on a site," Ferguson JH, Chang AB",Cochrane,,"Cystic Fibrosis,Bone Diseases,Exocrine Pancreatic Insufficiency,Vitamin D Deficiency,",Cystic fibrosis and genetic disorders,cystic fibrosis,bone disease,exocrine pancreatic insufficiency,Vitamin D deficiency,,,,,,
CD007428,Cochrane Systematic Review: Surgical interventions for treating acute fractures or non-union of the middle third of the clavicle,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007428,pending,Systematic_review,level 4,individual page on a site," Lenza M, Belloti JC, Gomes Dos Santos JB, Matsumoto MH, Faloppa F",Cochrane,,"Fractures, Ununited,","Bone, Joint and Muscle",acute clavicle fracture,ununited fracture,,,,,,,,Fractures
CD007570,Cochrane Systematic Review: Lactulose versus Polyethylene Glycol for Chronic Constipation,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007570,pending,Systematic_review,level 4,individual page on a site," Lee-Robichaud H, Thomas K, Morgan J, Nelson RL",Cochrane,,"Colorectal Neoplasms,Constipation,",Colorectal Cancer,chronic constipation,constipation,fecal impactation,,,,,,,
CD007594,Cochrane Systematic Review: Hydroxyethyl starch (HES) versus other fluid therapies: effects on kidney function,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007594,pending,Systematic_review,level 4,individual page on a site," Mutter TC, Ruth CA, Dart AB",Cochrane,,"Acute Kidney Injury,Critical Illness,Renal Insufficiency,",Renal,acute kidney injury,critical illness,renal insufficiency,,,,,,,
CD007596,Cochrane Systematic Review: Glucocorticoids for the treatment of anaphylaxis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007596,pending,Systematic_review,level 4,individual page on a site," Choo KJ, Simons FE, Sheikh A. Glucocorticoids for the treatment of
anaphylaxis. Cochrane Database Syst Rev. 2012 Apr 18;4:CD007596. doi:
10.1002/14651858.CD007596.pub3. Review. PubMed PMID: 22513951.


3: Choo KJ",Cochrane,,"Anesthesia,Anaphylaxis,",Anaesthesia,anaphylaxis,,,,,,,,,
CD007733,Cochrane Systematic Review: Aerosolized prostacyclin for acute lung injury (ALI) and acute respiratory distress syndrome (ARDS),http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007733,pending,Systematic_review,level 4,individual page on a site," Afshari A, Brok J, M_ller AM, Wetterslev J",Cochrane,,"Anesthesia,Acute Lung Injury,Respiratory Distress Syndrome, Adult,",Anaesthesia,acute lung injury,acute respiratory distress syndrome,,,,,,,,
CD007759,Cochrane Systematic Review: Manipulative interventions for reducing pulled elbow in young children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007759,pending,Systematic_review,level 4,individual page on a site," Krul M, van der Wouden JC, van Suijlekom-Smit LW, Koes BW",Cochrane,,"Dislocations,Sprains and Strains,","Bone, Joint and Muscle",pulled elbow,dislocation,sprains and strains,,,,,,,
CD007770,Cochrane Systematic Review: Oral H1 antihistamines as monotherapy for eczema,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007770,pending,Systematic_review,level 4,individual page on a site," Apfelbacher CJ, van Zuuren EJ, Fedorowicz Z, Jupiter A, Matterne U, Weisshaar 
E",Cochrane,,"Skin,Eczema,",Skin,eczema,,,,,,,,,
CD007780,Cochrane Systematic Review: Cisapride for Intestinal Constipation,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007780,pending,Systematic_review,level 4,individual page on a site," Aboumarzouk OM, Agarwal T, Antakia R, Shariff U, Nelson RL",Cochrane,,"Colorectal Neoplasms,Irritable Bowel Syndrome,",Colorectal Cancer,intestinal constipation,irritable bowel syndrome,,,,,,,,
CD007783,Cochrane Systematic Review: Lamotrigine adjunctive therapy for refractory generalized tonic-clonic seizures,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007783,pending,Systematic_review,level 4,individual page on a site," Tjia-Leong E, Leong K, Marson AG",Cochrane,,"Epilepsy,Epilepsy, Tonic-Clonic,Exanthema,",Epilepsy,refractory generalized tonic-clonic seizure,tonic-clonic epilepsy,exanthema,,,,,,,
CD007843,Cochrane Systematic Review: Blood transfusions for treating acute chest syndrome in people with sickle cell disease,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007843,pending,Systematic_review,level 4,individual page on a site," Alhashimi D, Fedorowicz Z, Alhashimi F, Dastgiri S",Cochrane,,"Acute Chest Syndrome,Anemia, Sickle Cell,",Cystic fibrosis and genetic disorders,acute chest syndrome,sickle cell disease,sickle cell anemia,,,,,,,
CD007854,Cochrane Systematic Review: Acupuncture for dysmenorrhoea,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007854,pending,Systematic_review,level 4,individual page on a site," Smith CA, Zhu X, He L, Song J",Cochrane,,,Menstrual disorders and subfertility,dysmenorrhoea,,,,,,,,,
CD007877,Cochrane Systematic Review: Haemostatic drugs for traumatic brain injury,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007877,pending,Systematic_review,level 4,individual page on a site," Perel P, Roberts I, Shakur H, Thinkhamrop B, Phuenpathom N, Yutthakasemsunt S",Cochrane,,"Head Injuries, Closed,",Injuries,traumatic brain injury,cerebral hemmorhage,closed head injury,,,,,,,Severe Head Injury
CD007907,Cochrane Systematic Review: Surgical interventions for diaphyseal fractures of the radius and ulna in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007907,pending,Systematic_review,level 4,individual page on a site," Abraham A, Kumar S, Chaudhry S, Ibrahim T",Cochrane,,"Radius Fractures,Ulna Fractures,","Bone, Joint and Muscle",diaphyseal fracture,radius fracture,ulna fracture,,,,,,,Fractures
CD007948,Cochrane Systematic Review: Skin preparation with alcohol versus alcohol followed by any antiseptic for preventing bacteraemia or contamination of blood for transfusion,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007948,pending,Systematic_review,level 4,individual page on a site," Webster J, Bell-Syer SE, Foxlee R",Cochrane,,"Blood Transfusion,Bacteremia,",Wounds,blood transfusion,bacteremia,,,,,,,,
CD007963,Cochrane Systematic Review: Oxcarbazepine for neuropathic pain,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007963,pending,Systematic_review,level 4,individual page on a site," Zhou M, Chen N, He L, Yang M, Zhu C, Wu F",Cochrane,,"Neuromuscular Diseases,Neuralgia,Diabetic Neuropathies,",Neuromuscular disease,neuropathic pain,diabetic neuropathy,,,,,,,,
CD007990,Cochrane Systematic Review: Pharmacological treatment for Attention Deficit Hyperactivity Disorder (ADHD) in children with comorbid tic disorders,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007990,pending,Systematic_review,level 4,individual page on a site," Pringsheim T, Steeves T",Cochrane,,"Attention Deficit Disorder with Hyperactivity,Tic Disorders,",DPLP,Attention Deficit Hyperactivity Disorder,tic disorder,,,,,,,,
CD008013,Cochrane Systematic Review: Antidepressants for the treatment of abdominal pain-related functional gastrointestinal disorders in children and adolescents,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008013,pending,Systematic_review,level 4,individual page on a site," Kaminski A, Kamper A, Thaler K, Chapman A, Gartlehner G",Cochrane,,"Gastrointestinal Diseases,Abdominal Pain,Irritable Bowel Syndrome,",IBD,functional gastrointestinal disorders,abdominal pain,gastrointestinal disease,irritable bowel syndrome,,,,,,
CD008037,Cochrane Systematic Review: Antibiotic adjuvant therapy for pulmonary infection in cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008037,pending,Systematic_review,level 4,individual page on a site," Hurley MN, Forrester DL, Smyth AR",Cochrane,,"Cystic Fibrosis,Bacterial Infections,Lung Diseases,",Cystic fibrosis and genetic disorders,cystic fibrosis,pulmonary infection,bacterial infection,lung disease,,,,,,
CD008058,Cochrane Systematic Review: Topical treatment for facial burns,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008058,pending,Systematic_review,level 4,individual page on a site," Hoogewerf CJ, Van Baar ME, Hop MJ, Nieuwenhuis MK, Oen IM, Middelkoop E",Cochrane,,"Burns,Facial Injuries,",Wounds,facial burn,burn,facial injury,,,,,,,
CD008106,Cochrane Systematic Review: Surgical versus non-surgical interventions for treating patellar dislocation,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008106,pending,Systematic_review,level 4,individual page on a site," Hing CB, Smith TO, Donell S, Song F",Cochrane,,"Patellar Dislocation,","Bone, Joint and Muscle",patellar dislocation,,,,,,,,,
CD008122,Cochrane Systematic Review: Rapid diagnostic tests for diagnosing uncomplicated P. falciparum malaria in endemic countries,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008122,pending,Systematic_review,level 4,individual page on a site," Abba K, Deeks JJ, Olliaro P, Naing CM, Jackson SM, Takwoingi Y, Donegan S, Garner P.",Cochrane,,"Communicable Diseases,Malaria,Endemic Diseases,Parasitemia,",Infectious diseases,malaria,endemic disease,parasitemia,,,,,,,
CD008123,Cochrane Systematic Review: Medical treatment for botulism,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008123,pending,Systematic_review,level 4,individual page on a site," Chalk CH, Benstead TJ, Keezer M",Cochrane,,"Neuromuscular Diseases,Botulism,",Neuromuscular disease,botulism,,,,,,,,,
CD008139,Cochrane Systematic Review: Neuraminidase inhibitors for the treatment of influenza infection in people with cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008139,pending,Systematic_review,level 4,individual page on a site," Jagannath VA, Asokan GV, Fedorowicz Z, Lee TW",Cochrane,,"Cystic Fibrosis,Influenza, Human,",Cystic fibrosis and genetic disorders,cystic fibrosis,influenza,,,,,,,,
CD008240,Cochrane Systematic Review: Topical interventions for genital lichen sclerosus,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008240,pending,Systematic_review,level 4,individual page on a site," Chi CC, Kirtschig G, Baldo M, Brackenbury F, Lewis F, Wojnarowska F",Cochrane,,"Skin,Genital Diseases, Female,Vulvar Lichen Sclerosus,",Skin,genital lichen sclerosus,genital disease,vulvar lichen sclerosus,,,,,,,
CD008262,Cochrane Systematic Review: Cold-water immersion (cryotherapy) for preventing and treating muscle soreness after exercise,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008262,pending,Systematic_review,level 4,individual page on a site," Bleakley C, McDonough S, Gardner E, Baxter GD, Hopkins JT, Davison GW",Cochrane,,"Myalgia,Muscular Diseases,Pain,","Bone, Joint and Muscle",muscle soreness,muscular disease,pain,,,,,,,
CD008264,Cochrane Systematic Review: Antibiotics for leptospirosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008264,pending,Systematic_review,level 4,individual page on a site," Brett-Major DM, Coldren R",Cochrane,,"Leptospirosis,",Hepatobiliary,leptospirosis,,,,,,,,,
CD008295,Cochrane Systematic Review: Felbamate as an add-on therapy for refractory epilepsy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008295,pending,Systematic_review,level 4,individual page on a site," Shi LL, Dong J, Ni H, Geng J, Wu T",Cochrane,,"Epilepsy,Epilepsies, Partial,",Epilepsy,refractory epilepsy,partial epilepsies,,,,,,,,
CD008300,Cochrane Systematic Review: Treating BCG-induced disease in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008300,pending,Systematic_review,level 4,individual page on a site," Cuello-Garc_a CA, P_rez-Gaxiola G, Jim_nez Guti_rrez C",Cochrane,,"Communicable Diseases,Abscess,",Infectious diseases,BCG-induced disease,abscess,,,,,,,,
CD008303,Cochrane Systematic Review: Thromboprophylaxis for trauma patients,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008303,pending,Systematic_review,level 4,individual page on a site," Barrera LM, Perel P, Ker K, Cirocchi R, Farinella E, Morales Uribe CH",Cochrane,,"Pulmonary Embolism,Venous Thromboembolism,Venous Thrombosis,Wounds and Injuries,",Injuries,trauma,pulmonary embolism,venous thromboembolism,venous thrombosis,wound,injury,,,,
CD008319,Cochrane Systematic Review: Inhaled antibiotics for pulmonary exacerbations in cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008319,pending,Systematic_review,level 4,individual page on a site," Ryan G, Jahnke N, Remmington T",Cochrane,,"Cystic Fibrosis,Pseudomonas Infections,",Cystic fibrosis and genetic disorders,cystic fibrosis,pulmonary exacerbation,pseudomonas infection,respiratory tract infection,,,,,,
CD008409,Cochrane Systematic Review: Progesterone for acute traumatic brain injury,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008409,pending,Systematic_review,level 4,individual page on a site," Ma J, Huang S, Qin S, You C",Cochrane,,"Intracranial Pressure,",Injuries,acute traumatic brain injury,brain injury,intracranial pressure,,,,,,,Severe Head Injury
CD008411,Cochrane Systematic Review: Sweet-tasting solutions for needle-related procedural pain in infants one month to one year of age,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008411,pending,Systematic_review,level 4,individual page on a site," Kassab M, Foster JP, Foureur M, Fowler C",Cochrane,,"Pain,","Pain, palliative and supportive care",procedural pain,pain,,,,,,,,Procedural Sedation
CD008482,Cochrane Systematic Review: Vitamin K supplementation for cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008482,pending,Systematic_review,level 4,individual page on a site," Jagannath VA, Fedorowicz Z, Thaker V, Chang AB",Cochrane,,"Cystic Fibrosis,Vitamin K Deficiency,",Cystic fibrosis and genetic disorders,cystic fibrosis,Vitamin K deficiency,,,,,,,,
CD008514,Cochrane Systematic Review: Intratympanic steroids for M_nière's disease or syndrome,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008514,pending,Systematic_review,level 4,individual page on a site," Phillips JS, Westerberg B",Cochrane,,"Vertigo,",ENT,Meniere's disease or syndrome,vertigo,,,,,,,,
CD008523,Cochrane Systematic Review: Pacing for drug-refractory or drug-intolerant hypertrophic cardiomyopathy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008523,pending,Systematic_review,level 4,individual page on a site," Qintar M, Morad A, Alhawasli H, Shorbaji K, Firwana B, Essali A, Kadro W",Cochrane,,"Heart,Cardiomyopathy, Hypertrophic,",Heart,drug-refractory hypertrophic cardiomyopathy,drug-intolerant hypertrophic cardiomyopathy,hypertrophic cardiomyopathy,,,,,,,
CD008574,Cochrane Systematic Review: Primary closure versus delayed closure for non bite traumatic wounds within 24 hours post injury,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008574,pending,Systematic_review,level 4,individual page on a site," Eliya-Masamba MC, Banda GW",Cochrane,,"Acute Disease,Wound Infection,Wounds and Injuries,",Wounds,non bite traumatic wound,acute disease,wound infection,wound,injury,,,,,
CD008596,Cochrane Systematic Review: Histamine H2-receptor antagonists for urticaria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008596,pending,Systematic_review,level 4,individual page on a site," Fedorowicz Z, van Zuuren EJ, Hu N",Cochrane,,"Skin,Urticaria,",Skin,urticaria,,,,,,,,,
CD008630,"Cochrane Systematic Review: Pharmacological treatment other than corticosteroids, intravenous immunoglobulin and plasma exchange for Guillain-Barr_ syndrome",http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008630,pending,Systematic_review,level 4,individual page on a site," Hughes RA, Pritchard J, Hadden RD",Cochrane,,"Neuromuscular Diseases,Guillain-Barre Syndrome,",Neuromuscular disease,Guillain-Barre syndrome,,,,,,,,,
CD008652,Cochrane Systematic Review: Pharmacotherapy for hyperuricemia in hypertensive patients,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008652,pending,Systematic_review,level 4,individual page on a site," Gois PH, Souza ER",Cochrane,,"Hypertension,Hyperuricemia,Hypertension,",Hypertension,hyperuricemia,hypertension,,,,,,,,
CD008666,Cochrane Systematic Review: Vitamin A supplementation during pregnancy for maternal and newborn outcomes,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008666,pending,Systematic_review,level 4,individual page on a site," van den Broek N, Dou L, Othman M, Neilson JP, Gates S, G_lmezoglu AM",Cochrane,,"Pregnancy,Anemia,Night Blindness,Infection,Pregnancy Complications,Vitamin A Deficiency,",Pregnancy and childbirth,pregnancy,anemia,nigh blindness,infection,pregnancy complication,vitamin A deficiency,,,,
CD008738,Cochrane Systematic Review: Antibiotic prophylaxis for preventing burn wound infection,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008738,pending,Systematic_review,level 4,individual page on a site," Barajas-Nava LA, L_pez-Alcalde J, Roqu_ i Figuls M, Sol_ I, Bonfill Cosp X",Cochrane,,"Burns,Wound Infection,",Wounds,burn wound infection,burn,wound infection,,,,,,,
CD008762,Cochrane Systematic Review: Aloe vera for treating acute and chronic wounds,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008762,pending,Systematic_review,level 4,individual page on a site," Dat AD, Poon F, Pham KB, Doust J",Cochrane,,"Acute Disease,Burns,Chronic Disease,Hemorrhoids,Pressure Ulcer,Wounds and Injuries,",Wounds,acute wound,chronic wound,acute disease,burn,chronic disease,hemorrhoid,pressure ulcer,wound,injury,
CD008840,Cochrane Systematic Review: Newborn screening for homocystinuria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008840,pending,Systematic_review,level 4,individual page on a site," Walter JH, Jahnke N, Remmington T",Cochrane,,"Homocystinuria,",Cystic fibrosis and genetic disorders,homocystinuria,,,,,,,,,
CD008867,Cochrane Systematic Review: Nutritional advice for improving outcomes in multiple pregnancies,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008867,pending,Systematic_review,level 4,individual page on a site," Ballard CK, Bricker L, Reed K, Wood L, Neilson JP",Cochrane,,"Pregnancy,Pregnancy, Multiple,",Pregnancy and childbirth,pregnancy,multiple pregnancies,,,,,,,,
CD008873,Cochrane Systematic Review: Vitamin D supplementation for women during pregnancy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008873,pending,Systematic_review,level 4,individual page on a site," De-Regil LM, Palacios C, Ansary A, Kulier R, Pe_a-Rosas JP",Cochrane,,"Pregnancy,Pregnancy Complications,Vitamin D Deficiency,",Pregnancy and childbirth,pregnancy,pregnancy complication,vitamin D deficiency,,,,,,,
CD008935,Cochrane Systematic Review: Adrenaline auto-injectors for the treatment of anaphylaxis with and without cardiovascular collapse in the community,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008935,pending,Systematic_review,level 4,individual page on a site," Sheikh A, Simons FE, Barbour V, Worth A",Cochrane,,"Anesthesia,Anaphylaxis,",Anaesthesia,anaphylaxis,anaphylaxis with cardiovascular collapse,,,,,,,,
CD009078,Cochrane Systematic Review: Topical cyclosporine for atopic keratoconjunctivitis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009078,pending,Systematic_review,level 4,individual page on a site," Gonz_lez-L_pez JJ, L_pez-Alcalde J, Morcillo Laiz R, Fern_ndez Buenaga R,
Rebolleda Fern_ndez G",Cochrane,,,Eyes and vision,atopic keratoconjunctivitis,,,,,,,,,
CD009118,Cochrane Systematic Review: Osmotic and stimulant laxatives for the management of childhood constipation,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009118,pending,Systematic_review,level 4,individual page on a site," Gordon M, Naidoo K, Akobeng AK, Thomas AG",Cochrane,,"Constipation,",IBD,constipation,,,,,,,,,
CD009163,Cochrane Systematic Review: Antibiotics for otitis media with effusion in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009163,pending,Systematic_review,level 4,individual page on a site," van Zon A, van der Heijden GJ, van Dongen TM, Burton MJ, Schilder AG",Cochrane,,"Otitis Media with Effusion,Bacterial Infections,Hearing Loss,",ENT,otitis media with effusion,bacterial infection,hearing loss,,,,,,,
CD009191,Cochrane Systematic Review: Angiotensin-converting enzyme (ACE) inhibitors for proteinuria and microalbuminuria in people with sickle cell disease,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009191,pending,Systematic_review,level 4,individual page on a site," Sasongko TH, Nagalla S, Ballas SK",Cochrane,,"Proteinuria,Anemia,Renal Insufficiency,",Cystic fibrosis and genetic disorders,sickle cell disease,proteinuria,microalbuminuria,anemia,renal insufficiency,,,,,
CD009202,Cochrane Systematic Review: Propofol versus thiopental sodium for the treatment of refractory status epilepticus,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009202,pending,Systematic_review,level 4,individual page on a site," Prabhakar H, Bindra A, Singh GP, Kalaivani M. Propofol versus thiopental
sodium for the treatment of refractory status epilepticus. Cochrane Database Syst
Rev. 2012 Aug 15;8:CD009202. doi: 10.1002/14651858.CD009202.pub2. Review. PubMed 
PMID: 22895985.",Cochrane,,"Epilepsy,Status Epilepticus,",Epilepsy,refractory status epilepticus,status epilepticus,,,,,,,,Status Epilepticus
CD009270,Cochrane Systematic Review: Cannabinoids for epilepsy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009270,pending,Systematic_review,level 4,individual page on a site," Gloss D, Vickrey B",Cochrane,,"Epilepsy,Epilepsy,",Epilepsy,epilepsy,,,,,,,,,
CD009363,Cochrane Systematic Review: Surgical versus conservative interventions for treating fractures of the middle third of the clavicle,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009363,pending,Systematic_review,level 4,individual page on a site," Lenza M, Buchbinder R, Johnston RV, Belloti JC, Faloppa F",Cochrane,,"Fractures, Bone,","Bone, Joint and Muscle",clavicle fracture,bone fracture,,,,,,,,Fractures
CD009377,Cochrane Systematic Review: Haloperidol for psychosis-induced aggression or agitation (rapid tranquillisation),http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009377,pending,Systematic_review,level 4,individual page on a site," Powney MJ, Adams CE, Jones H",Cochrane,,"Schizophrenia,Aggression,Dystonia,Psychomotor Agitation,Psychotic Disorders,",Schizophrenia,psychosis-induced aggression,psychosis-induced agitation,aggression,dystonia,psychomotor agitation,psychotic disorder,,,,
CD009402,Cochrane Systematic Review: Magnesium for skeletal muscle cramps,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009402,pending,Systematic_review,level 4,individual page on a site," Garrison SR, Allan GM, Sekhon RK, Musini VM, Khan KM",Cochrane,,"Neuromuscular Diseases,Muscle Cramp,",Neuromuscular disease,skeletal muscle cramps,muscle cramp,,,,,,,,
CD009429,Cochrane Systematic Review: Pregabalin monotherapy for epilepsy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009429,pending,Systematic_review,level 4,individual page on a site," Zhou Q, Zheng J, Yu L, Jia X",Cochrane,,"Epilepsy,Epilepsy,Epilepsies, Partial,",Epilepsy,epilepsy,partial epilepsies,,,,,,,,
CD009442,Cochrane Systematic Review: Hypothermia for neuroprotection in children after cardiopulmonary arrest,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009442,pending,Systematic_review,level 4,individual page on a site," Scholefield B, Duncan H, Davies P, Gao Smith F, Khan K, Perkins GD, Morris K",Cochrane,,"Anesthesia,Heart Arrest,Brain Injuries,Hypothermia, Induced,",Anaesthesia,cardiopulmonary arrest,brain injuries,induced hypothermia,heart arrest,,,,,,
CD009529,Cochrane Systematic Review: Antibiotic treatment for Burkholderia cepacia complex in people with cystic fibrosis experiencing a pulmonary exacerbation,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009529,pending,Systematic_review,level 4,individual page on a site," Horsley A, Jones AM",Cochrane,,"Cystic Fibrosis,Burkholderia cepacia complex,Burkholderia Infections,",Cystic fibrosis and genetic disorders,cystic fibrosis,pulmonary exacerbation,Burkholderia cepacia complex,Burkholderia infection,,,,,,
CD009565,"Cochrane Systematic Review: Conservative interventions for treating exercise-related musculotendinous, ligamentous and osseous groin pain",http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009565,pending,Systematic_review,level 4,individual page on a site," Almeida MO, Silva BN, Andriolo RB, Atallah AN, Peccin MS",Cochrane,,"Athletic Injuries,Musculoskeletal Pain,","Bone, Joint and Muscle",musculotendinous pain,ligamentous pain,osseous groin pain,athletic injury,musculoskeletal pain,,,,,
CD009593,Cochrane Systematic Review: Xpert_ MTB/RIF assay for pulmonary tuberculosis and rifampicin resistance in adults,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009593,pending,Systematic_review,level 4,individual page on a site," Steingart KR, Schiller I, Horne DJ, Pai M, Boehme CC, Dendukuri N",Cochrane,,"Communicable Diseases,Tuberculosis, Pulmonary,Mycobacterium tuberculosis,Tuberculosis,",Infectious diseases,pulmonary tuberculosis,mycobacterium tuberculosis,tuberculosis,,,,,,,
CD009650,Cochrane Systematic Review: Interventions for the eradication of methicillin-resistant Staphylococcus aureus (MRSA) in people with cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009650,pending,Systematic_review,level 4,individual page on a site," Lo DK, Hurley MN, Muhlebach MS, Smyth AR",Cochrane,,"Methicillin-Resistant Staphylococcus aureus,Cystic Fibrosis,Staphylococcal Infections,",Cystic fibrosis and genetic disorders,methicillin-resistant Staphylococcus aureus,cystic fibrosis,respiratory tract infection,staphylococcal infection,,,,,,
CD009805,Cochrane Systematic Review: Hormonal and intrauterine methods for contraception for women aged 25 years and younger,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009805,pending,Systematic_review,level 4,individual page on a site," Tang JH, Lopez LM, Mody S, Grimes DA",Cochrane,,"Contraception,",Eyes and vision,contraception,,,,,,,,,
CD010245,Cochrane Systematic Review: Tranexamic acid for reducing mortality in emergency and urgent surgery,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD010245,pending,Systematic_review,level 4,individual page on a site," Perel P, Ker K, Morales Uribe CH, Roberts I",Cochrane,,"Blood Loss, Surgical,Blood Transfusion,",Injuries,surgery,blood loss,blood transfusion,,,,,,,
